,OSPO Annual Survey  2022,,,,,,
,,4,More than 10 years,,,,
,,5,Don't know,,,,
,,,,,,,
5,,,Tell us about the program/initiative's impact,"Hide if 6.3, 6.4",,,
,,,,,,,
5,16,,What are the areas where your organization has most benefited from the open source program or initiative? (select all that apply),,,,15
,,1,Increased developer recruitment and retention,,,,
,,2,Increased speed and agility in the development cycle,,,,
,,3,Better license compliance,,,,
,,4,Lower licensing fees,,,,
,,5,Lower support costs,,,,
,,6,More influence in open source communities,,,,
,,7,Increased contributions to in-house open source projects from external or third-party contributors,,,,
,,8,More awareness of open source use and commercial dependencies,,,,
,,9,Increased market adoption of open source projects,,,,
,,10,Increased participation in external open source projects,,,,
,,11,Faster time to market with new products,,,,
,,12,Increased innovation,,,,
,,13,"Culture change, with improved interaction among departments",,,,
,,14,Better security testing and vulnerability management,,,,
,,15,Other (please specify),,,qualitative responses reviewed before uploading to the public,
,,,,,,,
5,17,,What are the ways your open source program or initiative quantifies success? (select all that apply),,,,16
,,1,Fewer license violations,,,,
,,2,Faster compliance process,,,,
,,3,Volume of upstream code contributions,,,,
,,4,Number of open source projects initiated,,,,
,,5,Number of contributors,,,,
,,6,Market adoption or use of projects,,,,
,,7,"Developer velocity, efficiency, and/or productivity",,,,
,,8,Developer hiring and onboarding,,,,
,,9,Reach in open source communities,,,,
,,10,Frequency of dependency updates,,,new in 2021,
,,11,Mean time to detect vulnerabilities,,,new in 2021,
,,12,Time to market with new products,,,,
,,13,Project code quality,,,,
,,14,Cost savings,,,,
,,15,Other (please specify),,,qualitative responses reviewed before uploading to the public,
,,,,,,,
5,18,,What are the top three challenges your open source program or initiative faces? (select three),,,,17
,,1,Finding and recruiting open source developers,,,,
,,2,Ability to influence open source projects,,,,
,,3,Executive awareness and support,,,,
,,4,"Insufficient budget, program costs",,,,
,,5,Internal awareness of the program,,,,
,,6,External awareness (marketing and communications),,,,
,,7,License compliance overhead,,,,
,,8,Getting teams on board with compliance and security approaches,,,,
,,9,Vulnerability monitoring and remediation,,,,
,,10,Tracking metrics and performance,,,,
,,11,Establishing OSPO policies and processes adapted to the organization's needs,,,,
,,12,Creating education programs growing the number of internal open source ambassadors,,,,
,,,,,,,
5,19,,"On a scale of 1-5, how business-critical is your open source program or initiative to the success of your engineering or product teams? (1 = extremely critical, 5 = not at all critical) (select one)",,,,18
,,1,1 – Extremely critical,,,,
,,2,2 – Very critical,,,,
,,3,3 – Somewhat critical,,,,
,,4,4 – Not so critical,,,,
,,5,5 – Not at all critical,,,,
,,,,,,,
5,20,,Has the open source program or initiative had a positive impact on your organization's software practices? (select one),,,,20
,,1,Yes,,,,
,,2,No,,,,
,,3,Don't know,,,,
,,,,,,,
6,,,Tell us about the program/initative's impact,"Hide if 6.3, 6.4",,,
,,,,,,,
6,21,,Please provide one or two specific examples about the positive impact the program or initiative has had on your organization's software practices.,,,,21
,,text,Text boxes,"Hide for 20.2, 20.3",,qualitative responses reviewed before uploading to the public,
,,,,,,,
7,,,Tell us your plans,"Hide if 6.1, 6.2, 6.4",,,
,,,,,,,
7,22,,When does your organization plan to start a program or initiative? (select one),,,,22
,,1,In the next 6 months,,,,
,,2,In the next year,,,,
,,3,1-2 years from now,,,,
,,4,Over 2 years from now,,,,
,,,,,,,
7,23,,"Will the program or initiative be formally structured with dedicated person-hours, reporting structure and/or job titles? (select one)",,,,23
,,1,Yes,,,,
,,2,No,,,,
,,3,Don't know,,,,
,,,,,,,
7,24,,"Where will the open source program or initiative be located within the organization? If the effort is informal, answer based on who the primary organizers will report to. (select one)",,,,24
,,1,Legal,,,,
,,2,Software engineering and development,,,,
,,3,IT,,,,
,,4,Office of the CTO,,,,
,,5,"Developer relations, marketing or communications",,,,
,,6,"Security, compliance or risk management",,,"added ""or risk management"" in 2021",
,,7,Don't know,,,,
,,8,Other (please specify),,,qualitative responses reviewed before uploading to the public,
,,,,,,,
7,25,,What does your organization aim to accomplish by starting an open source program? (select all that apply),,,,25
,,1,Increased developer recruitment and retention,,,,
,,2,Increased speed and agility in development cycle,,,,
,,3,Better license compliance,,,,
,,4,Lower licensing fees,,,,
,,5,Lower support costs,,,,
,,6,More influence in open source communities,,,,
,,7,Increased contributions to in-house open source projects from external or third-party contributors,,,,
,,8,More awareness of open source use and commercial dependencies,,,,
,,9,Increased market adoption of open source projects,,,,
,,10,Increased participation in external open source projects,,,,
,,11,Faster time to market with new products,,,,
,,12,Increased innovation,,,,
,,13,"Culture change, with improved interaction among departments",,,,
,,14,Better security testing and vulnerability management,,,,
,,15,Other (please specify),,,qualitative responses reviewed before uploading to the public,
,,,,,,,
7,26,,What have been the top three biggest challenges in establishing an open source program or initiative? (select three),,,,
,,1,Strategy: planning or knowing how to approach it,,,,26
,,2,Finding an open source program manager,,,,
,,3,Finding legal staff with open source expertise,,,,
,,4,Setting an open source policy,,,,
,,5,Getting executive support and buy-in,,,,
,,6,Getting engineering support and buy-in,,,,
,,7,Setting a budget and estimating program costs,,,,
,,8,Assessing or quantifying existing open source use and contribution,,,,
,,9,Resources required to perform license compliance,,,,
,,10,Finding commercial dependencies,,,,
,,11,Tool selection,,,,
,,12,Other (please specify),,,qualitative responses reviewed before uploading to the public,
,,,,,,,
8,,,Follow-up Discussion,"Hide if 6.1, 6.2, 6.3",,,
,,,,,,,
8,27,,Why doesn't your organization have an open source program? (select all that apply),,,,27
,,1,"Used to have one, but it ended",,,,
,,2,Have never heard of an open source program,,,,
,,3,Haven't considered it,,,,
,,4,Don't use or participate in open source,,,,
,,5,Organization is too small to need one,,,,
,,6,Organization's open source use and participation is too small to need one,,,,
,,7,Don't see the business value,,,,
,,8,Don't want to regulate or standardize open source practices,,,,
,,9,Time or resource constraints,,,,
,,10,Want one but can't justify it,,,,
,,11,Other (please specify),,,qualitative responses reviewed before uploading to the public,
,,,,,,,
8,28,,Would your organization benefit from an open source program or initiative? (select one),,,,28
,,1,Yes,"Hide Pages 9, 11",,,
,,2,No,Hide Page 9,,,
,,3,Unknown,"Hide Pages, 9, 10, 11, 12",,"In retrospect, Pages 11 and 12 should not have been hidden",
,,,,,,,
9,,,Follow-up Discussion,"Hide if 28.2, 28.3",,,
,,,,,,,
9,29,,How would you approach creating an open source program or initiative within your organization?,"Hide if 28.2, 28.3",,,29
,,,text box,,,,
,,,,,,,
9,30,,What are the top three ways your organization would benefit from an open source program or initiative? (select three),"Hide if 28.2, 28.3",,,30
,,1,Increased developer recruitment and retention,,,,
,,2,Increased speed and agility in development cycle,,,,
,,3,Better license compliance,,,,
,,4,Lower licensing fees,,,,
,,5,Lower support costs,,,,
,,6,More influence in open source communities,,,,
,,7,Increased contributions to in-house open source projects from external or third-party contributors,,,,
,,8,More awareness of open source use and commercial dependencies,,,,
,,9,Increased market adoption of open source projects,,,,
,,10,Increased participation in external open source projects,,,,
,,11,Faster time to market with new products,,,,
,,12,Increased innovation,,,,
,,13,"Culture change, with improved interaction among departments",,,,
,,14,Better security testing and vulnerability management,,,,
,,15,Other (please specify),,,qualitative responses reviewed before uploading to the public,
,,0,I don't know,,,New Option,
,,,,,,,
10,,,Follow-up Discussion,"Hide if 28.1, 28.3",,,
,,,,,,,
10,31,,Why would your organization not benefit? (select all that apply),"Hide if 28.1, 28.3

Q31 = [C9] AND Q31 IN [C1, C2, C3, C4, C5, C6, C7, C8] => INVALIDATE Q31",,,31
,,1,"Used to have one, but it ended",,,,
,,2,Have never heard of an open source program,,,,
,,3,Haven't considered it,,,,
,,4,Don't use or participate in open source,,,,
,,5,Organization is too small to need one,,,,
,,6,Organization's open source use and participation is too small to need one,,,,
,,7,Don't see the business value,,,,
,,8,Don't want to regulate or standardize open source practices,,,,
,,9,I don't know,,,NoTA,
,,10,Other (please specify),,,qualitative responses reviewed before uploading to the public,
,,,,,,,
11,,,Value of Companies and Foundations,,,,
,,,,,,,
,Text,,The following three lists represents a range of large technology-oriented companies that participate in open source communities. After after answering these questions you will be able to nominate smaller companies you believe are worthy of being highlighted.,,,,
11,32,,"To what degree do you perceive the following companies to be a""good open source community citizens"" in terms of contributions, collaboration and leadership on open source projects and initiatives within the open source ecosystem? (select one per row)
[Excellent, Above Average, Average, Below Average, Very Poor, Don't know]",,,Sorted alphanumerically in survey instrument,32
,,1,Google,,,,
,,2,Huawei,,,,
,,3,IBM,,,,
,,4,Microsoft,,,,
,,5,Oracle,,,,
,,6,Red Hat,,,,
,,7,SAP,,,,
,,8,VMware,,,,
,,9,AWS,,,,
,,10,Alibaba,,,,
,,11,Cisco,,,,
,,,,,,,
,,,,,,,
11,33,,"To what degree do you perceive the following companies to be a ""good open source community citizens"" in terms of contributions, collaboration and leadership on open source projects and initiatives within the open source ecosystem?
[Excellent, Above Average, Average, Below Average,Very Poor, Don't know]",,,,
,,1,AMD,,,,
,,2,ARM,,,,
,,3,Intel,,,,
,,4,NVIDIA,,,,
,,,,,,,
11,34,,"To what degree do you perceive the following companies to be""good open source community citizens"" in terms of contributions, collaboration and leadership on open source projects and initiatives within the open source ecosystem?
[Excellent, Above Average, Average, Below Average, Very Poor, Don't know]",,,,
,,1,Facebook,,,,
,,2,Netflix,,,,
,,3,Spotify,,,,
,,4,Tencent,,,,
,,5,Twitter,,,,
,,,,,,,
11,37,,"To what degree does an organization's participation in, and contributions to, the open source community influence your organization's buying decisions? (select one)",,,,35
,,1,Extremely influential,,,,
,,2,Very influential,,,,
,,3,Moderately influential,,,,
,,4,Slightly influential,,,,
,,5,Not at all influential,,,,
,,6,Don't know,,,,
,,,,,,,
11,38,,"In the last five years, has anyone in your organization included participation in open source ecosystems as criteria for the following? (select one per row) 
[Yes, No, Don't know]",,,,36
,,1,Review or audit of software and IT vendor contracts,,,,
,,2,"Decision to select a new vendor, supplier or partner",,,,
,,3,Decision to discontinue a relationship with an existing vendor supplier or partner,,,,
,,,,,,,
11,39,,"If your organization has previously assessed vendor, supplier or partner participation in open source ecosystems, how would you change the process and metrics in the future? What would you tell your peers seeking to conduct similar evaluations?",,,,37
,,text,[text box],,,qualitative responses reviewed before uploading to the public,
,,,,,,,
11,40,,"In regards to content and quality, does your organization collect, verify, grade, and public share its findings from open source disclosure documents supplied by third-party vendors? (select all that apply)",,,,
,,1,Collect,,,,
,,2,Verify,,,,
,,3,Grade,,,,
,,4,Publicly share findings,,,,
,,0,Don't know,,,,
,,,,,,,
11,41,,"Is your organization a member or sponsor of an open source foundation(s)? (e.g., The Linux Foundation, The Apache Foundation, Eclipse Foundation, OpenJS Foundation) (select one)",,,,38
,,1,Yes,,,,
,,2,No,,,,
,,3,Don't know,,,,
,,,,,,,
13,,,Metrics for Everybody,,,Q43 != C1 => HIDE Q52,
,,,,,,,40
13,43,,How many open source projects does your organization maintain? (select one),,,,
,,1,0,,,,
,,2,5-Jan,,,,
,,2,10-Jun,,,,
,,3,Nov-50,,,,
,,4,51-100,,,,
,,5,"101-1,000",,,,
,,6,"More than 1,000",,,,
,,7,Don't know,,,,
,,,,,,,41
13,44,,How many developers (full time or part time) in your organization contribute to open source projects you depend on? (select one),,,,
,,1,0,,,,
,,2,5-Jan,,,,
,,3,10-Jun,,,,
,,4,11-100,,,,
,,5,More than 100,,,,
,,6,Don't know,,,,
,,,,,,,42
13,45,,How often does your average application development team release code into production? (select one),,,,
,,1,Hourly,,,,
,,2,Daily,,,,
,,3,Weekly,,,,
,,4,Monthly,,,,
,,5,Quarterly,,,,
,,6,Annually,,,,
,,7,Don’t know,,,,
,,,,,,,4
13,46,,What percentage of your organization's products include open source components? (select one),,,,
,,1,1-20%,,,,
,,2,21-40%,,,,
,,3,41-60%,,,,
,,4,61-80%,,,,
,,5,81-100%,,,,
,,6,We do not have products with software components,,,,
,,7,Don't know,,,,
,,,,,,,
14,,,License Compliance and Security,,,,
,,,,,,,
14,47,,Does your organization require a Contributor License Agreement (CLA) and/or a Developer Certificate of Origin (DCO) for external contributions to your open source projects? (select one),,,,43
,,1,"Yes, both",,,,
,,2,"Yes, CLA",,,,
,,3,"Yes, DCO",,,,
,,4,No,,,,
,,5,Don't know,,,,
,,,,,,,
14,48,,What is the preferred license for your organization's open source projects? (select one),,,,44
,,1,MIT,,,,
,,2,BSD 2-clause,,,,
,,3,BSD 3-clause,,,,
,,4,Apache 2.0,,,,
,,5,GPLv2,,,,
,,6,GPLv3,,,,
,,7,LGPL,,,,
,,8,AGPL,,,,
,,9,No preference,,,,
,,10,Don't know,,,,
,,11,Other (please specify),,,qualitative responses reviewed before uploading to the public,
,,,,,,,
14,49,,How does your organization check for open source license compliance? (select all that apply),"Q49 = C5 AND Q49 IN [C1, C2, C3, C4] => INVALIDATE Q49",,,
,,1,Organizational processes,,,,
,,2,Departmental-level processes,,,,
,,3,Automation of processes,,,,
,,4,Case-by-case basis,,,,
,,5,No processes or approaches,"You can't select ""No processes or approaches"" and another option.",,,
,,6,Don't know or not applicable,,,,
,,,,,,,
14,50,,How does your organization scan for vulnerabilities and open source security compliance? (select all that apply),"Q50 = C5 AND Q50 IN [C1, C2, C3, C4] => INVALIDATE Q50",,,
,,1,Organizational processes,,,,
,,2,Departmental-level processes,,,,
,,3,Automation of processes,,,,
,,4,Case-by-case basis,,,,
,,5,No processes or approaches,"You can't select ""No processes or approaches"" and another option.",,,
,,6,Don't know or not applicable,,,,
,,,,,,,
14,51,,How many tools do you or your team use to automate and enforce open source license compliance? (select one),,,,
,,1,0,,,,
,,2,1,,,,
,,3,2,,,,
,,4,5-Mar,,,,
,,5,More than 5,,,,
,,6,Don't know or not applicable,,,,47
,,,,,,,
15,,,The survey is almost done,,,,
,,,,,,,
15,53,,Which technology area does your organization focus its open source activities on? (select all that apply),,,,
,,1,"AI, ML, Data & Analytics",,,,
,,2,Blockchain,,,,
,,3,CI/CD & Site Reliability,,,,
,,4,Cloud,,,,
,,5,Containers & Virtualization,,,,
,,6,DevOps,,,,
,,7,IoT & Embedded,,,,
,,8,Networking & Edge,,,,
,,9,Open Hardware,,,,
,,10,Safety-Critical Systems,,,,
,,11,Security,,,,
,,12,Storage,,,,
,,13,System Administration,,,,
,,14,Web & Application Development,,,,50
,,15,Other (please specify),,,qualitative responses reviewed before uploading to the public,
,,,,,,,
15,54,,Which of the following best describes the industry your organization is in? (select one),,,,
,,1,Agriculture,,,,
,,2,Automotive,,,,
,,3,"Business Services (accounting, management consulting, legal, etc.)",,,,
,,4,Consumer Packaged Goods,,,,
,,5,Construction/Engineering,,,,
,,6,Defense,,,,
,,7,Education (K-12/Primary/Secondary),,,,
,,8,Education (College/University),,,,
,,9,Financial Services (Banking/Insurance/Securities),,,,
,,10,Government (Federal/National),,,,
,,11,Government (State/Local),,,,
,,12,Health Care,,,,
,,13,Hospitality,,,,
,,14,"Information Technology (IT vendor, service provider, or manufacturer)",,,,
,,15,"Life Sciences (biotech, pharmaceuticals, etc.)",,,,
,,16,Manufacturing (discrete or process),,,,
,,17,"Media (broadcast communications, entertainment, publishing, web site, social networking, etc.)",,,,
,,18,Oil & Gas,,,,
,,19,"Retail, Wholesale, & eCommerce",,,,
,,20,Telecommunications / Internet Service Provider (ISP) / Web Hosting,,,,
,,21,Transportation & Logistics (other than Automotive),,,,
,,22,Utilities/Energy (other than Oil & Gas),,,,
,,23,Other,,,,
,,,,,,,
15,55,,In which region does your organization have its headquarters? (select one),,,,
,,1,Africa,,,,
,,2,Asia-Pacific (including Oceania),,,,
,,3,Europe,,,,
,,4,United States or Canada,,,,
,,5,"Mexico, Central America, the Caribbean, and South America",,,,
,,6,Don't know,,,,
,,,,,,,
,Text,,These last two questions are optional.,,,,
15,56,,What is the name of your organization? (This information will not be published),,,,
,,Text,Organization,,,,
,,,,,,,
15,57,,"If you are interested in participating in an in-depth interview, please provide us with your name, email address, and the name of your organization.",,,,
,,Text,Name,,,,
,,Text,Organization,,,,
,,Text,Email address,,,,
,,,,,,,
,,,End of Survey,,,,
,,,,,,,
Misc,Misc,,Additional Fields,,,,
,,,,,,,
Misc,Language,,Language,,,,
,,en,English,,,,
,,zh-tw,Chinese,,,,
,,ja,Japanese,,,,
,,,,,,,
Misc,Multiple Organizations,,Multiple Organizations,,,,
,,1,There are multiple organizations,,,,
,,,,,,,
Misc,Filter Criteria for Multiple Entries for Organization,,Filter Criteria,,,,
,,1,Primary organization based on name,,,,
,,2,Secondary organization based on name,,,,
,,3,Primary organization based on IP address,,,,
,,4,Secondary organization based IP address,,,,
