Respondent ID,Start Date,End Date,Where is your company or organization on its open source journey? (Check all that apply),Where is your company or organization on its open source journey? (Check all that apply),Where is your company or organization on its open source journey? (Check all that apply),Where is your company or organization on its open source journey? (Check all that apply),Where is your company or organization on its open source journey? (Check all that apply),Where is your company or organization on its open source journey? (Check all that apply),Where is your company or organization on its open source journey? (Check all that apply),How many people work for your company or organization?,How often does your company do the following activities?,How often does your company do the following activities?,How often does your company do the following activities?,How often does your company do the following activities?,How often does your company do the following activities?,How often does your company do the following activities?,How often does your company do the following activities?,What percentage of your products include open source components?,Does your company have a formal policy governing use and contribution to open source projects in the following areas?,Does your company have a formal policy governing use and contribution to open source projects in the following areas?,Does your company have a formal policy governing use and contribution to open source projects in the following areas?,Does your company have a formal policy governing use and contribution to open source projects in the following areas?,Does your company have a formal policy governing use and contribution to open source projects in the following areas?,Does your company have an open source program (either formal or informal) or management initiative?,What are the primary responsibilities of the open source program? (Check all that apply),What are the primary responsibilities of the open source program? (Check all that apply),What are the primary responsibilities of the open source program? (Check all that apply),What are the primary responsibilities of the open source program? (Check all that apply),What are the primary responsibilities of the open source program? (Check all that apply),What are the primary responsibilities of the open source program? (Check all that apply),What are the primary responsibilities of the open source program? (Check all that apply),What are the primary responsibilities of the open source program? (Check all that apply),What are the primary responsibilities of the open source program? (Check all that apply),What are the primary responsibilities of the open source program? (Check all that apply),What are the primary responsibilities of the open source program? (Check all that apply),What are the primary responsibilities of the open source program? (Check all that apply),"Is the program or initiative formally structured with dedicated person-hours, reporting structure and/or job titles?",How many employees are part of your open source program?,"Where is the open source program or initiative located within the organization? If the effort is informal, answer based on who the primary organizers report to.","Where is the open source program or initiative located within the organization? If the effort is informal, answer based on who the primary organizers report to.",What is your role in the open source program?,What is your role in the open source program?,"In light of recent macroeconomic conditions, what is the likelihood that funding for your company's open source initiatives will increase or decrease in the upcoming fiscal year?",How long ago was the program established?,What are the areas where your company has most benefited from the open source program? (Check all that apply),What are the areas where your company has most benefited from the open source program? (Check all that apply),What are the areas where your company has most benefited from the open source program? (Check all that apply),What are the areas where your company has most benefited from the open source program? (Check all that apply),What are the areas where your company has most benefited from the open source program? (Check all that apply),What are the areas where your company has most benefited from the open source program? (Check all that apply),What are the areas where your company has most benefited from the open source program? (Check all that apply),What are the areas where your company has most benefited from the open source program? (Check all that apply),What are the areas where your company has most benefited from the open source program? (Check all that apply),What are the areas where your company has most benefited from the open source program? (Check all that apply),What are the areas where your company has most benefited from the open source program? (Check all that apply),What are the areas where your company has most benefited from the open source program? (Check all that apply),What are the areas where your company has most benefited from the open source program? (Check all that apply),What are the areas where your company has most benefited from the open source program? (Check all that apply),What are the areas where your company has most benefited from the open source program? (Check all that apply),What are the areas where your company has most benefited from the open source program? (Check all that apply),What are the ways your open source program quantifies success? (Check all that apply),What are the ways your open source program quantifies success? (Check all that apply),What are the ways your open source program quantifies success? (Check all that apply),What are the ways your open source program quantifies success? (Check all that apply),What are the ways your open source program quantifies success? (Check all that apply),What are the ways your open source program quantifies success? (Check all that apply),What are the ways your open source program quantifies success? (Check all that apply),What are the ways your open source program quantifies success? (Check all that apply),What are the ways your open source program quantifies success? (Check all that apply),What are the ways your open source program quantifies success? (Check all that apply),What are the ways your open source program quantifies success? (Check all that apply),What are the ways your open source program quantifies success? (Check all that apply),What are the ways your open source program quantifies success? (Check all that apply),What are the ways your open source program quantifies success? (Check all that apply),What are the ways your open source program quantifies success? (Check all that apply),What are the top three challenges your open source program faces? (Choose three),What are the top three challenges your open source program faces? (Choose three),What are the top three challenges your open source program faces? (Choose three),What are the top three challenges your open source program faces? (Choose three),What are the top three challenges your open source program faces? (Choose three),What are the top three challenges your open source program faces? (Choose three),What are the top three challenges your open source program faces? (Choose three),What are the top three challenges your open source program faces? (Choose three),What are the top three challenges your open source program faces? (Choose three),What are the top three challenges your open source program faces? (Choose three),What are the top three challenges your open source program faces? (Choose three),"On a scale of 1-5, how business-critical is your open source program to the success of your engineering or product teams? (1= extremely critical, 5 = not at all critical)",Has the open source program had a positive impact on your company's software practices?,Has the open source program had a positive impact on your company's software practices?,When does your company plan to start a program?,"Will the program or initiative be formally structured with dedicated person-hours, reporting structure and/or job titles?","Where will the open source program or initiative be located within the organization? If the effort is informal, answer based on who the primary organizers will report to.","Where will the open source program or initiative be located within the organization? If the effort is informal, answer based on who the primary organizers will report to.",What will be your role in the open source program?,What does your company aim to accomplish by starting an open source program? (Check all that apply),What does your company aim to accomplish by starting an open source program? (Check all that apply),What does your company aim to accomplish by starting an open source program? (Check all that apply),What does your company aim to accomplish by starting an open source program? (Check all that apply),What does your company aim to accomplish by starting an open source program? (Check all that apply),What does your company aim to accomplish by starting an open source program? (Check all that apply),What does your company aim to accomplish by starting an open source program? (Check all that apply),What does your company aim to accomplish by starting an open source program? (Check all that apply),What does your company aim to accomplish by starting an open source program? (Check all that apply),What does your company aim to accomplish by starting an open source program? (Check all that apply),What does your company aim to accomplish by starting an open source program? (Check all that apply),What does your company aim to accomplish by starting an open source program? (Check all that apply),What does your company aim to accomplish by starting an open source program? (Check all that apply),What does your company aim to accomplish by starting an open source program? (Check all that apply),What does your company aim to accomplish by starting an open source program? (Check all that apply),What does your company aim to accomplish by starting an open source program? (Check all that apply),What are the top three ways your open source program will quantify success? (Choose three),What are the top three ways your open source program will quantify success? (Choose three),What are the top three ways your open source program will quantify success? (Choose three),What are the top three ways your open source program will quantify success? (Choose three),What are the top three ways your open source program will quantify success? (Choose three),What are the top three ways your open source program will quantify success? (Choose three),What are the top three ways your open source program will quantify success? (Choose three),What are the top three ways your open source program will quantify success? (Choose three),What are the top three ways your open source program will quantify success? (Choose three),What are the top three ways your open source program will quantify success? (Choose three),What are the top three ways your open source program will quantify success? (Choose three),What are the top three ways your open source program will quantify success? (Choose three),What are the top three ways your open source program will quantify success? (Choose three),What have been the top three biggest challenges in establishing an open source program? (Choose three),What have been the top three biggest challenges in establishing an open source program? (Choose three),What have been the top three biggest challenges in establishing an open source program? (Choose three),What have been the top three biggest challenges in establishing an open source program? (Choose three),What have been the top three biggest challenges in establishing an open source program? (Choose three),What have been the top three biggest challenges in establishing an open source program? (Choose three),What have been the top three biggest challenges in establishing an open source program? (Choose three),What have been the top three biggest challenges in establishing an open source program? (Choose three),What have been the top three biggest challenges in establishing an open source program? (Choose three),What have been the top three biggest challenges in establishing an open source program? (Choose three),What have been the top three biggest challenges in establishing an open source program? (Choose three),What have been the top three biggest challenges in establishing an open source program? (Choose three),What have been the top three biggest challenges in establishing an open source program? (Choose three),What have been the top three biggest challenges in establishing an open source program? (Choose three),Why doesn’t your company have an open source program? (Check all that apply),Why doesn’t your company have an open source program? (Check all that apply),Why doesn’t your company have an open source program? (Check all that apply),Why doesn’t your company have an open source program? (Check all that apply),Why doesn’t your company have an open source program? (Check all that apply),Why doesn’t your company have an open source program? (Check all that apply),Why doesn’t your company have an open source program? (Check all that apply),Why doesn’t your company have an open source program? (Check all that apply),Why doesn’t your company have an open source program? (Check all that apply),Why doesn’t your company have an open source program? (Check all that apply),Why doesn’t your company have an open source program? (Check all that apply),Why doesn’t your company have an open source program? (Check all that apply),Would your company benefit from an open source program?,How would you approach creating an open source program within your organization?,What are the top three ways your company would benefit from an open source program? (Choose three),What are the top three ways your company would benefit from an open source program? (Choose three),What are the top three ways your company would benefit from an open source program? (Choose three),What are the top three ways your company would benefit from an open source program? (Choose three),What are the top three ways your company would benefit from an open source program? (Choose three),What are the top three ways your company would benefit from an open source program? (Choose three),What are the top three ways your company would benefit from an open source program? (Choose three),What are the top three ways your company would benefit from an open source program? (Choose three),What are the top three ways your company would benefit from an open source program? (Choose three),What are the top three ways your company would benefit from an open source program? (Choose three),What are the top three ways your company would benefit from an open source program? (Choose three),What are the top three ways your company would benefit from an open source program? (Choose three),What are the top three ways your company would benefit from an open source program? (Choose three),What are the top three ways your company would benefit from an open source program? (Choose three),What are the top three ways your company would benefit from an open source program? (Choose three),What are the top three ways your company would benefit from an open source program? (Choose three),Why not?,Why not?,Why not?,Why not?,Why not?,Why not?,Why not?,Why not?,Why not?,Why not?,Why not?,"If yes, please provide one or two specific examples.","If yes, please provide one or two specific examples.","The following list represents a range of large companies that participate in open source communities. To what degree do you perceive each of them to be “good open source community citizens” in terms of contributions, collaboration and leadership on open source projects and initiatives within the open source ecosystem?","The following list represents a range of large companies that participate in open source communities. To what degree do you perceive each of them to be “good open source community citizens” in terms of contributions, collaboration and leadership on open source projects and initiatives within the open source ecosystem?","The following list represents a range of large companies that participate in open source communities. To what degree do you perceive each of them to be “good open source community citizens” in terms of contributions, collaboration and leadership on open source projects and initiatives within the open source ecosystem?","The following list represents a range of large companies that participate in open source communities. To what degree do you perceive each of them to be “good open source community citizens” in terms of contributions, collaboration and leadership on open source projects and initiatives within the open source ecosystem?","The following list represents a range of large companies that participate in open source communities. To what degree do you perceive each of them to be “good open source community citizens” in terms of contributions, collaboration and leadership on open source projects and initiatives within the open source ecosystem?","The following list represents a range of large companies that participate in open source communities. To what degree do you perceive each of them to be “good open source community citizens” in terms of contributions, collaboration and leadership on open source projects and initiatives within the open source ecosystem?","The following list represents a range of large companies that participate in open source communities. To what degree do you perceive each of them to be “good open source community citizens” in terms of contributions, collaboration and leadership on open source projects and initiatives within the open source ecosystem?","The following list represents a range of large companies that participate in open source communities. To what degree do you perceive each of them to be “good open source community citizens” in terms of contributions, collaboration and leadership on open source projects and initiatives within the open source ecosystem?","The following list represents a range of large companies that participate in open source communities. To what degree do you perceive each of them to be “good open source community citizens” in terms of contributions, collaboration and leadership on open source projects and initiatives within the open source ecosystem?","The following list represents a range of large companies that participate in open source communities. To what degree do you perceive each of them to be “good open source community citizens” in terms of contributions, collaboration and leadership on open source projects and initiatives within the open source ecosystem?","The following list represents a range of large companies that participate in open source communities. To what degree do you perceive each of them to be “good open source community citizens” in terms of contributions, collaboration and leadership on open source projects and initiatives within the open source ecosystem?","To what degree does a company’s participation in, and contributions to, the open source community influence your organization’s buying decisions?","Does your organization have a program to reward and recognize open source contributors, inside or outside your organization?","In response to the COVID-19 pandemic, what is the likelihood that your organization will reallocate funds from events to recruiting and training activities produced by an open source project, association or foundation?","Is your company a member or sponsor of an open source foundation(s)? (e.g., Linux Foundation, Apache Software Foundation, Eclipse Foundation, OpenJS Foundation)",How valuable is the support and return on your investment you have received from these open source foundations11679097810,06/09/2020 01:52:53 AM,06/09/2020 02:09:27 AM,Consuming open source code in products or services,,Influencing open source projects via leadership or maintainer roles,,,,,2-50,Rarely,Frequently,Sometimes,Rarely,Frequently,Sometimes,Never,1-20%,Yes,Yes,Yes,Yes,Yes,"No, but planning one",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,In the next year,Don't know,"Developer relations, marketing or communications",,Open source developer or engineer (reporting to the open source office),,Increased speed and agility in development cycle,,,Lower support costs,,,More awareness of open source use and commercial dependencies,,,,,"Culture change toward faster digital transformation, openness and agility",,,,,,,Number of open source projects initiated,,,,,Reach in open source communities,Open source culture within the company,,,,Strategy: planning or knowing how to approach it,,,,,,Setting a budget and estimating program costs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Excellent,Above Average,Above Average,Excellent,Above Average,Above Average,Excellent,Above Average,Average,Average,Excellent,Extremely influential,Yes,Somewhat likely,No,,11-50,Quarterly,1-5,Yes,GPLv3,,,,,,FOSSA,,GitHub,GitLab,,,,,,,,,,,,,We utilize a homegrown tool or methodology for open source compliance,,,,Yes,GitHub paid version,GitLab paid version,,Free version of a vendor solution,Homegrown solution,,,,,,Performance and stability,,,Security,Technology flexibility and extensibility,,,,Developer or software engineer
11679094030,06/09/2020 01:52:22 AM,06/09/2020 02:01:54 AM,Consuming open source code in products or services,,,,,Not involved in open source,,2-50,Never,Rarely,Never,Never,Never,Never,Never,Don't know,Yes,Yes,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Organization is too small to need one,,,Don’t want to regulate or standardize open source practices,,,,,No,,,,,,,,,,,,,,,,,,,Have never heard of an open source program,Haven’t considered it,,,,,,,,,,,Below Average,Don't know,Average,Above Average,Very Poor,Excellent,Excellent,Average,Don't know,Don't know,Don't know,Slightly influential,No,Very likely,No,,0,Don’t know,0,Don't know,MIT,,,,,,,,GitHub,,,,,,,,,,,,,,,,,,Yes,,,,Free version of a vendor solution,,,,Developer satisfaction,Development speed,Functionality,,,,,,,,,Developer or software engineer
11679093582,06/09/2020 01:51:54 AM,06/09/2020 02:40:04 AM,Consuming open source code in products or services,Contributing to upstream open source projects,,,Collaborating with peers across open source projects and/or foundations,,,2-50,Sometimes,Frequently,Sometimes,Never,Rarely,Sometimes,Rarely,61-80%,Yes,Yes,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Organization is too small to need one,,,Don’t want to regulate or standardize open source practices,,,,,No,,,,,,,,,,,,,,,,,,,,,,Organization is too small to need one,,,Don’t want to regulate or standardize open source practices,,,,,,Above Average,Average,Below Average,Above Average,Above Average,Average,Above Average,Average,Below Average,Average,Average,Slightly influential,No,Don't know,No,,1-10,Weekly,1-5,No,No preference,,,,,,,,,,,,,,,,,,,,,,,We do not utilize a tool or methodology for open source compliance,,,No,,GitLab paid version,,Free version of a vendor solution,,,,,Development speed,,,,,,Technology flexibility and extensibility,Total cost of ownership (licenses and developer time),,,Other
11679083499,06/09/2020 01:46:13 AM,06/09/2020 01:51:50 AM,Consuming open source code in products or services,,,,Collaborating with peers across open source projects and/or foundations,,,"1,001-10,000",Rarely,Frequently,Sometimes,Never,Never,Never,Rarely,1-20%,No,No,No,No,No,"No, but planning one",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,In the next 6 months,No,Software engineering and development,,Open source developer or engineer (reporting to the open source office),,,,,,More influence in open source communities,,,Increased market adoption of open source projects,,,Increased innovation,,,,,,,,,,,,Developer hiring and onboarding,Reach in open source communities,Open source culture within the company,,,,Strategy: planning or knowing how to approach it,,Finding legal staff with open source expertise,,,,,Assessing or quantifying existing open source use and contribution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11679075126,06/09/2020 01:41:33 AM,06/09/2020 01:52:44 AM,Consuming open source code in products or services,Contributing to upstream open source projects,,,,,,51-250,Sometimes,Frequently,Frequently,Frequently,Sometimes,Sometimes,Rarely,61-80%,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Haven’t considered it,,,,,,,,,,Yes,,,,,Lower licensing fees,Lower support costs,,,,,,Faster time to market with new products,,,,,,,,,,,,,,,,,,,Excellent,Don't know,Above Average,Average,Average,Very Poor,Excellent,Don't know,Don't know,Don't know,Average,Slightly influential,No,Neutral,No,,1-10,Quarterly,1-5,No,MIT,,,,,,,,,GitLab,,,,,,,,,,,,,,,,,Don't know,,,,Free version of a vendor solution,,,,,Development speed,,,,,,Technology flexibility and extensibility,Total cost of ownership (licenses and developer time),,,Developer or software engineer
11679062187,06/09/2020 01:32:41 AM,06/09/2020 01:47:05 AM,Consuming open source code in products or services,,,,Collaborating with peers across open source projects and/or foundations,,,2-50,Rarely,Frequently,Sometimes,Sometimes,Never,Never,Never,21-40%,Yes,Yes,No,No,Yes,Yes,,Clearly communicating the open source strategy within and outside the company,,,,,Maintaining open source license compliance reviews and oversight,Launching new open source projects,"Selecting and/or setting up infrastructure and tooling for open source use, contribution and creation",,,,No,5-9,"Security, compliance and risk management",,Security,,Very likely to increase,6-10 years,,,Better license compliance,,,,Increased contributions to in-house open source projects from external or third-party contributors,More awareness of open source use and commercial dependencies,,,,,"Culture change, with improved interaction among departments",Better security testing and vulnerability management,,,,Faster compliance process,,,Number of contributors,Market adoption or use of projects,,,Reach in open source communities,,,,Cost savings,,,,,Executive awareness and support,"Insufficient budget, program costs",Internal awareness of the program,,,,,,,3 – Somewhat critical,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Managed Outputs,Licence interaction with clients,Below Average,Below Average,Very Poor,Very Poor,Don't know,Very Poor,Average,Don't know,Very Poor,,Very Poor,Very influential,Don't know,Very likely,Yes,High value,1-10,Quarterly,1-5,Yes,MIT,,,,,,,,,,,,,,,,,,,WhiteHat Security,,,We utilize a homegrown tool or methodology for open source compliance,,,,Yes,,,,Free version of a vendor solution,,,,,,Functionality,Performance and stability,,,Security,,,,,Other
11679058040,06/09/2020 01:31:31 AM,06/09/2020 01:37:29 AM,Consuming open source code in products or services,Contributing to upstream open source projects,,Initiating or releasing open source projects,,,,51-250,Rarely,Sometimes,Frequently,Never,Rarely,Rarely,Rarely,81-100%,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Have never heard of an open source program,,,Organization is too small to need one,Organization’s open source use and participation is too small to need one,Don’t see the business value,,,,,,No,,,,,,,,,,,,,,,,,,,Have never heard of an open source program,,,Organization is too small to need one,Organization's open source use and participation is too small to need one,,,,,,,,Above Average,Above Average,Excellent,Excellent,Average,Average,Excellent,Average,Excellent,Above Average,Above Average,Moderately influential,No,Somewhat unlikely,No,,1-10,Weekly,6-10,Don't know,No preference,,,,,,,,,GitLab,,,,,,,,,,,,,,,,,No,,,,Free version of a vendor solution,,,,Developer satisfaction,,Functionality,,,,,,Total cost of ownership (licenses and developer time),,,"IT management, including CIO, CISO, CTO"
11679049014,06/09/2020 01:20:54 AM,06/09/2020 01:34:24 AM,,,,Initiating or releasing open source projects,,,,Self-employed or not working,Never,Sometimes,Never,Never,Sometimes,Sometimes,Sometimes,Don't know,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Have never heard of an open source program,Haven’t considered it,,Organization is too small to need one,,,,,,,,Yes,,,,,,,,,,,,,Increased innovation,"Culture change, with improved interaction among departments",Better security testing and vulnerability management,,,,,,,,,,,,,,,,Above Average,Don't know,Above Average,Don't know,Below Average,Average,Average,Don't know,Average,Don't know,Don't know,Moderately influential,No,Very likely,No,,1-10,Monthly,1-5,No,MIT,,,,,,,,GitHub,,,,,,,,,,,,,,,,,,Don't know,,,,,,,,Developer satisfaction,,,,Quality of code,,,,Total cost of ownership (licenses and developer time),,,Developer or software engineer
11679043003,06/09/2020 01:19:48 AM,06/09/2020 01:32:39 AM,,,,,,Not involved in open source,,Self-employed or not working,Never,Never,Never,Never,Never,Never,Never,Our products do not have any software components,No,Yes,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Have never heard of an open source program,Haven’t considered it,Don’t use or participate in open source,,,Don’t see the business value,,Time or resource constraints,,,,No,,,,,,,,,,,,,,,,,,,Have never heard of an open source program,Haven’t considered it,Don’t use or participate in open source,,,Don’t see the business value,,,,,,,Don't know,Don't know,Above Average,Above Average,Above Average,Above Average,Don't know,Don't know,Don't know,Don't know,Don't know,Not at all influential,No,Neutral,No,,0,Don’t know,0,No,No preference,,,,,,,,,,,,,,,,,,,,,,,We do not utilize a tool or methodology for open source compliance,,,No,,,,,Homegrown solution,,,,,,,,,,,,Other (please specify),"As intimated earlier, we do not use o/s material",Other
11679032549,06/09/2020 01:13:38 AM,06/09/2020 01:22:56 AM,,,,,,Not involved in open source,,51-250,Never,Frequently,Never,Never,Never,Never,Never,Our products do not have any software components,No,Yes,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Organization’s open source use and participation is too small to need one,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,Organization's open source use and participation is too small to need one,,,,,,,,Average,Don't know,Average,Above Average,Above Average,Above Average,Excellent,Don't know,Average,Don't know,Don't know,Not at all influential,No,Very unlikely,No,,0,Annually,0,No,GPLv3,,,,,,,,GitHub,,,,,,,,,,,,,,,,,,Don't know,,,,,,,,,,Functionality,,,,,,Total cost of ownership (licenses and developer time),,,"IT management, including CIO, CISO, CTO"
11679120590,06/09/2020 12:50:38 AM,06/09/2020 02:11:15 AM,Consuming open source code in products or services,,,,,,,"1,001-10,000",Never,Frequently,Don't know,Never,Never,Rarely,Rarely,21-40%,Yes,Don't know,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Time or resource constraints,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11678991816,06/09/2020 12:47:32 AM,06/09/2020 01:01:31 AM,Consuming open source code in products or services,Contributing to upstream open source projects,,Initiating or releasing open source projects,Collaborating with peers across open source projects and/or foundations,,,"1,001-10,000",Sometimes,Frequently,Sometimes,Sometimes,Rarely,Sometimes,Sometimes,81-100%,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,Fostering an open source culture within an organization,,Launching new open source projects,"Selecting and/or setting up infrastructure and tooling for open source use, contribution and creation",,,,No,10+,Software engineering and development,,No formal role,,Neutral,3-5 years,Increased developer recruitment and retention,,,Lower licensing fees,,More influence in open source communities,Increased contributions to in-house open source projects from external or third-party contributors,More awareness of open source use and commercial dependencies,,,,,,,,,,,Volume of upstream code contributions,,Number of contributors,,,,,,,,,,,,,Executive awareness and support,,,,,,Vulnerability monitoring and remediation,,,3 – Somewhat critical,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very Poor,Don't know,Above Average,Average,Below Average,Above Average,Excellent,Don't know,Above Average,Don't know,Don't know,Very influential,No,Neutral,Don't know,,11-50,Daily,Don't know,No,Apache 2.0,,,,,,FOSSA,,GitHub,,,,,,,,,,,,,,,,,,Don't know,,,,Free version of a vendor solution,,,,Developer satisfaction,,Functionality,,,,,Technology flexibility and extensibility,,,,Developer or software engineer
11679242762,06/09/2020 12:29:07 AM,06/09/2020 04:57:28 AM,,,,,,Not involved in open source,,Self-employed or not working,Don't know,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,1-20%,No,No,No,Don't know,No,"No, but planning one",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,In the next year,Don't know,IT,,Open source developer or engineer (reporting to the open source office),,,Better license compliance,Lower licensing fees,Lower support costs,More influence in open source communities,Increased contributions to in-house open source projects from external or third-party contributors,More awareness of open source use and commercial dependencies,Increased market adoption of open source projects,,Faster time to market with new products,,"Culture change toward faster digital transformation, openness and agility",,,,,,Volume of upstream code contributions,,,Market adoption or use of projects,,,Reach in open source communities,,,,,Strategy: planning or knowing how to approach it,,,,,,Setting a budget and estimating program costs,,,Finding commercial dependencies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Moderately influential,No,Neutral,No,,0,Don’t know,1-5,Don't know,No preference,,,,,,,,GitHub,,,,,,,,,,,,,,,,,,No,,,,Free version of a vendor solution,,,,,,,Performance and stability,Quality of code,,Security,,,,,"IT management, including CIO, CISO, CTO"
11678949210,06/09/2020 12:23:50 AM,06/09/2020 12:32:53 AM,,Contributing to upstream open source projects,Influencing open source projects via leadership or maintainer roles,,,,,2-50,Frequently,Frequently,Never,Frequently,Frequently,Sometimes,Frequently,81-100%,Yes,Don't know,Yes,Yes,Yes,Yes,,,Facilitating the effective use of open source in commercial products and services,Ensuring high-quality and frequent releases of code to open source communities,Engaging with developer communities so the company contributes back to other projects effectively,,,,,,,,Yes,10+,Other (please specify),All functions support it,Committee member,,Somewhat likely to decrease,6-10 years,,,,,,,,More awareness of open source use and commercial dependencies,,Increased participation in external open source projects,Faster time to market with new products,,,,,,,Faster compliance process,Volume of upstream code contributions,Number of open source projects initiated,Number of contributors,Market adoption or use of projects,,,,,,,,,,,,Executive awareness and support,"Insufficient budget, program costs",,External awareness (marketing and communications),,,,,,1 – Extremely critical,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ability to address new verticals,,Below Average,Below Average,Very Poor,Very Poor,Above Average,Average,Excellent,Average,Average,Average,Above Average,Very influential,Yes,Somewhat likely,Yes,High value,1-10,Monthly,6-10,No,No preference,,,,,,,,,,,,,,,,,,,,,,We utilize a homegrown tool or methodology for open source compliance,,,,Don't know,GitHub paid version,,,,,,,,Development speed,,,Quality of code,,,Technology flexibility and extensibility,,,,Community manager or developer advocate
11679023118,06/09/2020 12:18:45 AM,06/09/2020 01:10:22 AM,,,,,,,Don’t know,"More than 10,000",Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,21-40%,Don't know,Don't know,Don't know,Don't know,Don't know,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
